True,2022-04-04 02:27:09.738117
True,2022-04-04 02:28:34.908113
True,2022-04-04 02:29:35.703860
False,2022-04-04 02:31:05.709297
True,2022-04-04 02:33:20.133208
True,2022-04-04 02:34:20.301514
True,2022-04-04 02:35:20.518257
True,2022-04-04 02:36:44.267362
True,2022-04-04 02:37:44.797575
False,2022-04-04 02:39:14.799001
True,2022-04-04 02:40:19.917732
True,2022-04-04 02:41:35.391046
True,2022-04-04 02:42:37.397977
True,2022-04-04 02:43:44.530100
True,2022-04-04 02:44:48.748012
False,2022-04-04 02:46:18.749854
True,2022-04-04 02:46:33.866962
True,2022-04-04 02:47:44.404081
True,2022-04-04 02:48:50.707026
True,2022-04-04 02:49:50.932917
True,2022-04-04 02:51:12.844098
True,2022-04-04 02:52:13.742904
True,2022-04-04 02:53:17.700414
False,2022-04-04 02:54:47.707179
True,2022-04-04 02:57:13.841385
False,2022-04-04 02:58:43.844332
True,2022-04-04 03:04:06.196024
False,2022-04-04 03:05:36.195161
True,2022-04-04 03:07:34.161978
True,2022-04-04 03:08:55.042256
True,2022-04-04 03:09:57.590241
False,2022-04-04 03:11:27.601149
True,2022-04-04 03:11:37.928277
True,2022-04-04 03:12:03.271238
False,2022-04-04 03:13:07.929861
True,2022-04-04 03:14:21.547013
False,2022-04-04 03:15:51.549711
True,2022-04-04 03:18:05.700276
False,2022-04-04 03:19:35.699997
True,2022-04-04 03:20:37.041142
False,2022-04-04 03:22:07.046620
True,2022-04-04 03:27:19.722845
True,2022-04-04 03:28:25.154123
True,2022-04-04 03:29:55.071642
False,2022-04-04 03:31:25.073712
True,2022-04-04 03:31:28.771428
False,2022-04-04 03:32:58.777110
True,2022-04-04 03:33:23.443100
False,2022-04-04 03:34:53.448048
True,2022-04-04 03:51:21.069912
True,2022-04-04 03:52:44.620662
False,2022-04-04 03:54:14.620198
False,2022-04-04 04:04:24.254249
True,2022-04-04 04:16:23.601895
False,2022-04-04 04:17:53.607468
True,2022-04-04 04:19:56.863564
True,2022-04-04 04:20:57.374536
True,2022-04-04 04:22:10.067000
False,2022-04-04 04:23:40.069732
True,2022-04-04 04:35:14.565830
False,2022-04-04 04:36:44.571167
True,2022-04-04 04:45:32.255132
False,2022-04-04 04:47:02.260624
True,2022-04-04 04:47:29.906542
True,2022-04-04 04:48:50.872436
False,2022-04-04 04:50:20.876734
False,2022-04-04 04:56:49.349727
True,2022-04-04 05:42:18.553472
False,2022-04-04 05:43:48.552875
True,2022-04-04 05:48:29.578171
True,2022-04-04 05:48:54.873212
True,2022-04-04 05:49:30.231299
True,2022-04-04 05:50:33.586499
False,2022-04-04 05:52:03.586710
True,2022-04-04 06:12:37.945640
False,2022-04-04 06:14:07.948195
True,2022-04-04 06:29:25.167297
False,2022-04-04 06:30:55.167011
False,2022-04-04 06:40:45.032917
True,2022-04-04 06:51:18.571659
False,2022-04-04 06:52:48.578623
True,2022-04-04 07:15:22.576209
False,2022-04-04 07:16:52.576911
True,2022-04-04 07:26:31.610616
False,2022-04-04 07:28:01.609430
True,2022-04-04 07:28:43.772703
False,2022-04-04 07:30:13.773255
False,2022-04-04 07:32:34.138322
True,2022-04-04 07:34:56.685849
False,2022-04-04 07:36:26.687527
True,2022-04-04 07:51:19.850338
False,2022-04-04 07:52:49.855364
True,2022-04-04 08:15:41.171698
True,2022-04-04 08:16:42.449332
True,2022-04-04 08:18:03.248650
True,2022-04-04 08:19:22.786086
False,2022-04-04 08:20:52.792692
True,2022-04-04 08:22:25.602106
False,2022-04-04 08:23:55.610492
True,2022-04-04 08:23:59.019402
True,2022-04-04 08:25:00.237376
True,2022-04-04 08:25:25.565015
False,2022-04-04 08:26:30.238897
True,2022-04-04 08:29:27.771360
False,2022-04-04 08:30:57.773131
True,2022-04-04 08:32:01.009499
False,2022-04-04 08:33:31.015592
True,2022-04-04 08:41:37.466785
False,2022-04-04 08:43:07.467481
True,2022-04-04 08:51:24.742689
True,2022-04-04 08:52:28.460890
False,2022-04-04 08:53:58.460658
True,2022-04-04 08:54:06.490612
True,2022-04-04 08:55:11.291354
False,2022-04-04 08:56:41.295397
True,2022-04-04 08:56:58.484604
True,2022-04-04 08:57:59.470329
False,2022-04-04 08:59:29.472212
True,2022-04-04 09:00:33.491936
True,2022-04-04 09:02:01.589501
True,2022-04-04 09:03:11.283318
True,2022-04-04 09:04:14.050279
False,2022-04-04 09:05:44.046798
True,2022-04-04 09:06:31.951112
